name,long,lat,address,nb_items,equipment,id,url,facilities,about
William Green Domain,174.908272483767,-36.8969414831266,"600R Pakuranga Road, Auckland East",6,Concrete Tunnel<br>Concrete Tunnel<br>Embankment slide<br>Small roundabout<br>Spring Seesaw<br>Stepping logs<br>Swing set,10719,,,
William Souter Reserve,174.748827161642,-36.7544299929573,"39 William Souter Street, Auckland",1,Swing,20964,,,
Windsor Reserve,174.797831420396,-36.8319057372709,"2 Victoria Road, Auckland",3,Module-Medium-Fort<br>Seesaw - Standard<br>Slide,20007,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15207,"playground, toilets",Premier Park - Leisure
Windy Ridge Reserve,174.713471216807,-36.7902894342115,"2 Windy Ridge Road, Auckland",2,Module-Medium<br>Swing,22218,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15208,playground,Local Park - Leisure
Wintere Park,174.866272211089,-36.9689965452576,"34 Wintere Road, Auckland",3,Small modular<br>Step'g pods<br>Step'g pods<br>Step'g pods<br>Step'g pods<br>Swing unit,20283,,,
Withers Reserve,174.645563665956,-36.9233935481485,"29 Withers Road, Auckland",2,Modern Modular<br>Swing Double,20923,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15220,playground,Local Park - Leisure
Wood Bay Reserve,174.664668011055,-36.9439919185515,"Wood Bay Road, Auckland",1,Swing Double,21063,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15223,,Natural
Woodlands Park,174.631321148748,-36.9514659932447,"Minnehaha Avenue, Auckland",3,Modern Modular<br>Sandpit<br>Swing Double,11361,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15234,playground,Local Park - Leisure
Woodridge Reserve,174.73018328968,-36.7125865757069,"19 Woodridge Avenue, Auckland",1,Module-Medium,22239,,,
Worthington Road Reserve,174.53210077444,-36.2918971686057,"Worthington Road, Wellsford",1,Swing snr,22338,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15243,playground,
Xena Park,174.605087826575,-36.8835321478346,"41 Lake Panorama Drive, Auckland",6,Log Climber<br>Modern Modular<br>Roctopus<br>Single Seesaw<br>Springy Animal<br>Swing Quad,21321,,,
Yates Park,174.820912280708,-36.9625258593947,"79R Yates Road, Auckland",3,Modern modular<br>Spinner<br>Swing unit,20434,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15247,playground,Local Park - Leisure
Zita Maria Park,174.612984970359,-36.8483090348029,"32 Zita Maria Drive, Auckland",4,Modern Modular<br>Spica<br>Supernova<br>Swing Double,22014,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15253,playground,Local Park - Sport
